date,StartPoint,Gyeonggi,Chungcheong,Jeolla,Gyeongsang,Gangwon
20140318,CHUNGCHEONG,85926.0,144256.0,3927.0,4942.0,5342.0
20140318,GANGWON,37900.0,4692.0,329.0,976.0,63187.0
20140318,GYEONGGI,579046.0,87793.0,2773.0,6485.0,39249.0
20140318,GYEONGSANG,6668.0,4569.0,11016.0,389778.0,1088.0
20140318,JEOLLA,2473.0,3654.0,109715.0,10512.0,396.0
20140319,CHUNGCHEONG,86583.0,144229.0,3994.0,5004.0,5409.0
20140319,GANGWON,39147.0,4847.0,358.0,980.0,61756.0
20140319,GYEONGGI,584954.0,87659.0,2619.0,6376.0,39425.0
20140319,GYEONGSANG,6744.0,4517.0,11021.0,395822.0,959.0
20140319,JEOLLA,2530.0,3491.0,111741.0,10652.0,399.0
20140320,CHUNGCHEONG,88820.0,146520.0,4088.0,5085.0,5280.0
20140320,GANGWON,39052.0,4833.0,395.0,1001.0,60703.0
20140320,GYEONGGI,583928.0,87988.0,2773.0,6253.0,39321.0
20140320,GYEONGSANG,6822.0,4813.0,11334.0,383587.0,927.0
20140320,JEOLLA,2643.0,3867.0,112886.0,10740.0,407.0
20140321,CHUNGCHEONG,102692.0,158822.0,5737.0,6129.0,6403.0
20140321,GANGWON,45151.0,5461.0,577.0,1123.0,71019.0
20140321,GYEONGGI,610409.0,100042.0,4103.0,7471.0,50327.0
20140321,GYEONGSANG,8401.0,5953.0,13564.0,413757.0,1200.0
20140321,JEOLLA,3292.0,5430.0,127647.0,12586.0,522.0
20140322,CHUNGCHEONG,102273.0,148568.0,7160.0,6042.0,6838.0
20140322,GANGWON,52647.0,5310.0,512.0,1008.0,81912.0
20140322,GYEONGGI,539351.0,106274.0,5519.0,7865.0,64615.0
20140322,GYEONGSANG,7207.0,5462.0,18798.0,418864.0,1192.0
20140322,JEOLLA,3557.0,5653.0,163557.0,15869.0,527.0
20140323,CHUNGCHEONG,92062.0,118584.0,4877.0,4111.0,4618.0
20140323,GANGWON,56591.0,5107.0,459.0,999.0,70077.0
20140323,GYEONGGI,423950.0,86680.0,2871.0,5467.0,42267.0
20140323,GYEONGSANG,7535.0,5690.0,17185.0,371645.0,860.0
20140323,JEOLLA,4930.0,6880.0,154288.0,18372.0,488.0
20140324,CHUNGCHEONG,87754.0,147287.0,4114.0,4564.0,5454.0
20140324,GANGWON,40092.0,4869.0,413.0,852.0,63745.0
20140324,GYEONGGI,582067.0,98383.0,2768.0,5933.0,43504.0
20140324,GYEONGSANG,6251.0,4596.0,11841.0,397363.0,961.0
20140324,JEOLLA,2843.0,4010.0,118885.0,11253.0,451.0
20140325,CHUNGCHEONG,87585.0,145102.0,4166.0,5011.0,5154.0
20140325,GANGWON,39165.0,4657.0,392.0,987.0,64022.0
20140325,GYEONGGI,588991.0,89143.0,2708.0,6490.0,40273.0
20140325,GYEONGSANG,6733.0,4484.0,10972.0,385480.0,1042.0
20140325,JEOLLA,2571.0,3583.0,108772.0,10532.0,390.0
20140326,CHUNGCHEONG,88715.0,145679.0,4095.0,5344.0,5315.0
20140326,GANGWON,39499.0,4838.0,388.0,1031.0,64421.0
20140326,GYEONGGI,594016.0,89375.0,2641.0,6906.0,40294.0
20140326,GYEONGSANG,6814.0,4521.0,10937.0,382204.0,937.0
20140326,JEOLLA,2525.0,3698.0,111655.0,10600.0,396.0
20140327,CHUNGCHEONG,91597.0,150560.0,4466.0,5030.0,5429.0
20140327,GANGWON,40835.0,4780.0,424.0,916.0,66222.0
20140327,GYEONGGI,603911.0,91926.0,2754.0,6393.0,41599.0
20140327,GYEONGSANG,7431.0,4825.0,11705.0,396091.0,1058.0
20140327,JEOLLA,2695.0,4172.0,119629.0,11143.0,390.0
20140328,CHUNGCHEONG,104049.0,161789.0,6064.0,6552.0,6387.0
20140328,GANGWON,47211.0,5478.0,575.0,1251.0,73640.0
20140328,GYEONGGI,623097.0,100230.0,4221.0,8173.0,51838.0
20140328,GYEONGSANG,8737.0,5949.0,14477.0,425117.0,1229.0
20140328,JEOLLA,3495.0,4786.0,132590.0,13600.0,538.0
20140329,CHUNGCHEONG,101273.0,142570.0,6555.0,6174.0,6611.0
20140329,GANGWON,51006.0,5158.0,526.0,1047.0,80440.0
20140329,GYEONGGI,523188.0,104206.0,5710.0,8388.0,62013.0
20140329,GYEONGSANG,7628.0,5121.0,15753.0,373485.0,1144.0
20140329,JEOLLA,3673.0,5178.0,132694.0,13716.0,510.0
20140330,CHUNGCHEONG,93901.0,125358.0,4952.0,4242.0,4825.0
20140330,GANGWON,57358.0,5084.0,425.0,993.0,70782.0
20140330,GYEONGGI,446240.0,92113.0,3254.0,5924.0,45227.0
20140330,GYEONGSANG,8421.0,6228.0,15814.0,356561.0,902.0
20140330,JEOLLA,5403.0,7117.0,149737.0,17374.0,465.0
20140331,CHUNGCHEONG,87560.0,146383.0,3914.0,4608.0,5223.0
20140331,GANGWON,40435.0,4486.0,406.0,866.0,64397.0
20140331,GYEONGGI,587977.0,98619.0,2863.0,6217.0,43956.0
20140331,GYEONGSANG,6257.0,4323.0,11498.0,396642.0,931.0
20140331,JEOLLA,2815.0,4038.0,116778.0,11165.0,444.0
20140401,CHUNGCHEONG,86945.0,149745.0,4038.0,5146.0,5025.0
20140401,GANGWON,38814.0,4456.0,435.0,1044.0,62878.0
20140401,GYEONGGI,592109.0,88978.0,2975.0,7097.0,40633.0
20140401,GYEONGSANG,7106.0,4739.0,11960.0,400770.0,994.0
20140401,JEOLLA,2593.0,3732.0,117990.0,11238.0,412.0
20140402,CHUNGCHEONG,89793.0,149660.0,4205.0,5260.0,5260.0
20140402,GANGWON,40385.0,4655.0,397.0,1031.0,66060.0
20140402,GYEONGGI,596853.0,90326.0,2988.0,7037.0,41751.0
20140402,GYEONGSANG,7421.0,4703.0,11787.0,409830.0,1098.0
20140402,JEOLLA,2918.0,3853.0,118722.0,11447.0,424.0
20140403,CHUNGCHEONG,89126.0,149800.0,4349.0,5298.0,5128.0
20140403,GANGWON,40678.0,4748.0,475.0,1138.0,66607.0
20140403,GYEONGGI,586550.0,89210.0,2962.0,7194.0,40905.0
20140403,GYEONGSANG,7882.0,5047.0,11888.0,403755.0,1141.0
20140403,JEOLLA,2924.0,4041.0,119560.0,11572.0,497.0
20140404,CHUNGCHEONG,101787.0,161482.0,6124.0,7115.0,6473.0
20140404,GANGWON,47984.0,5624.0,599.0,1503.0,72851.0
20140404,GYEONGGI,610528.0,102198.0,5265.0,9914.0,55001.0
20140404,GYEONGSANG,9309.0,5857.0,14857.0,426270.0,1339.0
20140404,JEOLLA,3357.0,4867.0,133200.0,13723.0,556.0
20140405,CHUNGCHEONG,103555.0,159546.0,7960.0,7437.0,7025.0
20140405,GANGWON,56534.0,5139.0,563.0,1421.0,90502.0
20140405,GYEONGGI,543446.0,108095.0,9588.0,11417.0,68511.0
20140405,GYEONGSANG,8736.0,6350.0,19719.0,438797.0,1338.0
20140405,JEOLLA,4590.0,6085.0,166051.0,17055.0,551.0
20140406,CHUNGCHEONG,100509.0,143830.0,4988.0,4903.0,4958.0
20140406,GANGWON,61040.0,5294.0,476.0,1127.0,86319.0
20140406,GYEONGGI,446477.0,96071.0,4332.0,6285.0,48667.0
20140406,GYEONGSANG,10415.0,7960.0,17127.0,394447.0,1653.0
20140406,JEOLLA,7980.0,9942.0,152468.0,19207.0,544.0
20140407,CHUNGCHEONG,91502.0,152092.0,4047.0,4694.0,5616.0
20140407,GANGWON,42550.0,4938.0,408.0,839.0,67962.0
20140407,GYEONGGI,587264.0,100693.0,2911.0,6238.0,46250.0
20140407,GYEONGSANG,7237.0,4732.0,11866.0,400441.0,1030.0
20140407,JEOLLA,3978.0,4271.0,119060.0,11676.0,497.0
20140408,CHUNGCHEONG,89589.0,151064.0,4136.0,5147.0,5345.0
20140408,GANGWON,41510.0,4761.0,409.0,1057.0,70138.0
20140408,GYEONGGI,597264.0,91338.0,2811.0,6642.0,42738.0
20140408,GYEONGSANG,7357.0,4832.0,11933.0,398442.0,1139.0
20140408,JEOLLA,2712.0,3740.0,115612.0,11257.0,434.0
20140409,CHUNGCHEONG,90222.0,151683.0,3976.0,4987.0,5477.0
20140409,GANGWON,41572.0,4906.0,373.0,958.0,69303.0
20140409,GYEONGGI,596815.0,91191.0,2803.0,6661.0,42336.0
20140409,GYEONGSANG,7173.0,4514.0,11483.0,398412.0,964.0
20140409,JEOLLA,2720.0,3686.0,116864.0,11121.0,403.0
20140410,CHUNGCHEONG,91359.0,152624.0,4328.0,4951.0,5521.0
20140410,GANGWON,42580.0,4889.0,460.0,1045.0,69409.0
20140410,GYEONGGI,602261.0,91976.0,2982.0,6578.0,43438.0
20140410,GYEONGSANG,7386.0,4828.0,11862.0,398757.0,1004.0
20140410,JEOLLA,2882.0,3948.0,117844.0,11316.0,417.0
20140411,CHUNGCHEONG,103786.0,163954.0,6006.0,6334.0,6640.0
20140411,GANGWON,48928.0,6030.0,536.0,1206.0,80548.0
20140411,GYEONGGI,622992.0,103277.0,4769.0,8381.0,56238.0
20140411,GYEONGSANG,9207.0,5860.0,14235.0,416944.0,1208.0
20140411,JEOLLA,3549.0,4983.0,133047.0,13068.0,485.0
20140412,CHUNGCHEONG,105325.0,154293.0,7050.0,6284.0,7378.0
20140412,GANGWON,56592.0,5323.0,566.0,1166.0,95695.0
20140412,GYEONGGI,535067.0,107080.0,8001.0,9303.0,68887.0
20140412,GYEONGSANG,7800.0,5710.0,17577.0,413992.0,1254.0
20140412,JEOLLA,4425.0,5841.0,157315.0,14987.0,495.0
20140413,CHUNGCHEONG,94340.0,127362.0,4884.0,4360.0,5027.0
20140413,GANGWON,59572.0,5491.0,474.0,1117.0,84516.0
20140413,GYEONGGI,435153.0,88852.0,3782.0,5973.0,45714.0
20140413,GYEONGSANG,8878.0,6338.0,13715.0,349842.0,1137.0
20140413,JEOLLA,7241.0,7551.0,131965.0,15763.0,525.0
20140414,CHUNGCHEONG,90020.0,152259.0,3951.0,4463.0,5700.0
20140414,GANGWON,43034.0,5065.0,366.0,825.0,69149.0
20140414,GYEONGGI,593696.0,102899.0,3035.0,6008.0,46712.0
20140414,GYEONGSANG,6289.0,4383.0,11665.0,394716.0,848.0
20140414,JEOLLA,3203.0,4159.0,120941.0,11138.0,489.0
20140415,CHUNGCHEONG,90832.0,151552.0,4324.0,5130.0,5573.0
20140415,GANGWON,41846.0,4928.0,441.0,1028.0,67847.0
20140415,GYEONGGI,603186.0,93016.0,2924.0,6783.0,43407.0
20140415,GYEONGSANG,7073.0,4918.0,11785.0,399316.0,1054.0
20140415,JEOLLA,2712.0,3818.0,116728.0,11444.0,460.0
20140416,CHUNGCHEONG,91109.0,152677.0,4191.0,5099.0,5508.0
20140416,GANGWON,42273.0,5123.0,397.0,959.0,67564.0
20140416,GYEONGGI,602843.0,92146.0,3241.0,6534.0,43016.0
20140416,GYEONGSANG,7184.0,4652.0,11496.0,404609.0,1001.0
20140416,JEOLLA,2808.0,3960.0,121228.0,11296.0,434.0
20140417,CHUNGCHEONG,89407.0,148511.0,4080.0,5025.0,5433.0
20140417,GANGWON,41903.0,4906.0,424.0,959.0,66488.0
20140417,GYEONGGI,589878.0,89218.0,3085.0,6322.0,41816.0
20140417,GYEONGSANG,7125.0,4706.0,10906.0,383973.0,1029.0
20140417,JEOLLA,2972.0,3950.0,110854.0,10440.0,426.0
20140418,CHUNGCHEONG,101644.0,159632.0,5716.0,6264.0,6550.0
20140418,GANGWON,47694.0,5637.0,570.0,1241.0,73298.0
20140418,GYEONGGI,614159.0,100832.0,4276.0,7994.0,53655.0
20140418,GYEONGSANG,8613.0,5491.0,13287.0,403007.0,1194.0
20140418,JEOLLA,3601.0,4798.0,122437.0,12362.0,497.0
20140419,CHUNGCHEONG,104671.0,150821.0,6305.0,6066.0,7102.0
20140419,GANGWON,53869.0,5368.0,482.0,1155.0,82249.0
20140419,GYEONGGI,532758.0,109477.0,6062.0,8488.0,66472.0
20140419,GYEONGSANG,7344.0,5381.0,15824.0,407735.0,1206.0
20140419,JEOLLA,3956.0,5202.0,141918.0,13832.0,506.0
20140420,CHUNGCHEONG,95082.0,124527.0,4327.0,4213.0,4851.0
20140420,GANGWON,59404.0,5202.0,422.0,1039.0,72830.0
20140420,GYEONGGI,422686.0,87685.0,3356.0,5643.0,44740.0
20140420,GYEONGSANG,8174.0,5790.0,13250.0,362992.0,1018.0
20140420,JEOLLA,5669.0,6238.0,128765.0,14690.0,472.0
20140421,CHUNGCHEONG,90005.0,150843.0,3990.0,4525.0,5530.0
20140421,GANGWON,42406.0,4812.0,363.0,839.0,66729.0
20140421,GYEONGGI,590891.0,100641.0,3012.0,6163.0,45794.0
20140421,GYEONGSANG,6577.0,4451.0,11318.0,394494.0,891.0
20140421,JEOLLA,3092.0,4127.0,116600.0,10935.0,458.0
20140422,CHUNGCHEONG,89508.0,150419.0,4089.0,5024.0,5511.0
20140422,GANGWON,41125.0,4876.0,365.0,992.0,66965.0
20140422,GYEONGGI,598445.0,92193.0,2953.0,6567.0,42741.0
20140422,GYEONGSANG,7082.0,4852.0,11177.0,396159.0,1083.0
20140422,JEOLLA,2847.0,3753.0,114738.0,10378.0,472.0
20140423,CHUNGCHEONG,89468.0,149615.0,4061.0,4871.0,5450.0
20140423,GANGWON,40813.0,4880.0,388.0,973.0,66741.0
20140423,GYEONGGI,595402.0,90362.0,2780.0,6405.0,41020.0
20140423,GYEONGSANG,6961.0,4522.0,11089.0,395127.0,1019.0
20140423,JEOLLA,2821.0,3670.0,113568.0,10755.0,383.0
20140424,CHUNGCHEONG,91956.0,150797.0,4270.0,5120.0,5520.0
20140424,GANGWON,42470.0,4837.0,354.0,994.0,67856.0
20140424,GYEONGGI,604891.0,92651.0,2844.0,6587.0,42869.0
20140424,GYEONGSANG,7294.0,4733.0,11314.0,397485.0,1010.0
20140424,JEOLLA,3058.0,3834.0,114756.0,10869.0,414.0
20140425,CHUNGCHEONG,104170.0,162771.0,5508.0,6284.0,6378.0
20140425,GANGWON,48088.0,5619.0,526.0,1122.0,74559.0
20140425,GYEONGGI,620726.0,101559.0,3989.0,7827.0,53524.0
20140425,GYEONGSANG,8646.0,5803.0,13115.0,414996.0,1184.0
20140425,JEOLLA,3518.0,4705.0,125551.0,12564.0,528.0
20140426,CHUNGCHEONG,107668.0,154306.0,6101.0,5921.0,7142.0
20140426,GANGWON,56609.0,5568.0,487.0,1068.0,85822.0
20140426,GYEONGGI,547923.0,110689.0,5816.0,8339.0,67509.0
20140426,GYEONGSANG,7578.0,5361.0,15719.0,416483.0,1314.0
20140426,JEOLLA,3954.0,5385.0,143317.0,14186.0,529.0
20140427,CHUNGCHEONG,86669.0,106781.0,4023.0,3751.0,4333.0
20140427,GANGWON,56483.0,4885.0,435.0,1031.0,65078.0
20140427,GYEONGGI,384395.0,79709.0,3038.0,5279.0,39367.0
20140427,GYEONGSANG,7879.0,5097.0,11533.0,340797.0,831.0
20140427,JEOLLA,5163.0,5282.0,103468.0,12738.0,407.0
20140428,CHUNGCHEONG,83739.0,140785.0,3757.0,4223.0,5276.0
20140428,GANGWON,38846.0,4500.0,344.0,734.0,62906.0
20140428,GYEONGGI,549377.0,95267.0,2654.0,5576.0,41573.0
20140428,GYEONGSANG,5770.0,4093.0,9791.0,352363.0,899.0
20140428,JEOLLA,2779.0,3789.0,107611.0,9432.0,448.0
20140429,CHUNGCHEONG,87578.0,143074.0,3939.0,4942.0,5152.0
20140429,GANGWON,39539.0,4654.0,406.0,959.0,62283.0
20140429,GYEONGGI,588665.0,90106.0,2907.0,6589.0,41104.0
20140429,GYEONGSANG,6719.0,4464.0,10358.0,378320.0,1037.0
20140429,JEOLLA,2615.0,3395.0,107361.0,9934.0,385.0
20140430,CHUNGCHEONG,99062.0,155782.0,4785.0,5615.0,5727.0
20140430,GANGWON,43731.0,5086.0,434.0,1024.0,66288.0
20140430,GYEONGGI,622668.0,97971.0,3145.0,7057.0,46872.0
20140430,GYEONGSANG,8229.0,5049.0,11798.0,399785.0,1119.0
20140430,JEOLLA,2953.0,3930.0,114633.0,10976.0,395.0
20140501,CHUNGCHEONG,85865.0,136220.0,4783.0,5259.0,5905.0
20140501,GANGWON,45528.0,4584.0,383.0,1017.0,70559.0
20140501,GYEONGGI,506791.0,89396.0,4902.0,9883.0,56592.0
20140501,GYEONGSANG,6807.0,4180.0,12647.0,359202.0,1074.0
20140501,JEOLLA,2571.0,3760.0,122741.0,11852.0,455.0
20140502,CHUNGCHEONG,99189.0,160590.0,6625.0,7058.0,7274.0
20140502,GANGWON,52024.0,5554.0,619.0,1381.0,89009.0
20140502,GYEONGGI,593211.0,107228.0,7704.0,11092.0,66491.0
20140502,GYEONGSANG,9172.0,5817.0,15723.0,422600.0,1425.0
20140502,JEOLLA,3624.0,4808.0,141171.0,14134.0,588.0
20140503,CHUNGCHEONG,98675.0,161958.0,15978.0,16117.0,8814.0
20140503,GANGWON,56722.0,4863.0,897.0,2711.0,145926.0
20140503,GYEONGGI,540307.0,98809.0,16829.0,19798.0,85583.0
20140503,GYEONGSANG,12745.0,8718.0,30758.0,445152.0,2932.0
20140503,JEOLLA,5530.0,7536.0,197128.0,22446.0,1378.0
20140504,CHUNGCHEONG,97537.0,143077.0,12312.0,10685.0,6744.0
20140504,GANGWON,62836.0,5455.0,813.0,2367.0,177368.0
20140504,GYEONGGI,458561.0,107570.0,13072.0,15972.0,76218.0
20140504,GYEONGSANG,10557.0,9078.0,31079.0,440766.0,2435.0
20140504,JEOLLA,5897.0,10634.0,221295.0,29110.0,953.0
20140505,CHUNGCHEONG,108688.0,158531.0,7977.0,7507.0,6267.0
20140505,GANGWON,79868.0,7357.0,1110.0,2437.0,176174.0
20140505,GYEONGGI,470314.0,96232.0,4996.0,9455.0,62409.0
20140505,GYEONGSANG,14339.0,13652.0,27926.0,433907.0,2756.0
20140505,JEOLLA,8191.0,12448.0,235433.0,31047.0,727.0
20140506,CHUNGCHEONG,103243.0,134187.0,5408.0,5353.0,5084.0
20140506,GANGWON,83319.0,6879.0,1152.0,2056.0,98326.0
20140506,GYEONGGI,438574.0,78754.0,3824.0,8420.0,40948.0
20140506,GYEONGSANG,21636.0,11037.0,17276.0,382112.0,1840.0
20140506,JEOLLA,15448.0,12748.0,162995.0,21934.0,828.0
20140507,CHUNGCHEONG,89543.0,149319.0,3912.0,4442.0,5670.0
20140507,GANGWON,44233.0,5022.0,408.0,900.0,66378.0
20140507,GYEONGGI,582981.0,96048.0,2841.0,6098.0,43368.0
20140507,GYEONGSANG,7245.0,4518.0,11071.0,400846.0,963.0
20140507,JEOLLA,4009.0,4084.0,119303.0,10672.0,523.0
20140508,CHUNGCHEONG,92739.0,156260.0,4159.0,5250.0,5736.0
20140508,GANGWON,41951.0,5013.0,424.0,1056.0,69273.0
20140508,GYEONGGI,607563.0,93746.0,2864.0,6647.0,41736.0
20140508,GYEONGSANG,7317.0,4811.0,11341.0,408898.0,1051.0
20140508,JEOLLA,2815.0,3872.0,121861.0,10742.0,388.0
20140509,CHUNGCHEONG,103112.0,160977.0,5347.0,6035.0,6694.0
20140509,GANGWON,46987.0,5598.0,441.0,1138.0,73615.0
20140509,GYEONGGI,620477.0,100208.0,3728.0,7404.0,51178.0
20140509,GYEONGSANG,8693.0,5473.0,13135.0,417318.0,1250.0
20140509,JEOLLA,3343.0,4438.0,125129.0,12467.0,550.0
20140510,CHUNGCHEONG,103434.0,150929.0,5855.0,5971.0,7165.0
20140510,GANGWON,52498.0,5166.0,463.0,1082.0,82339.0
20140510,GYEONGGI,539041.0,106483.0,4997.0,7888.0,64954.0
20140510,GYEONGSANG,7333.0,5193.0,15488.0,412889.0,1242.0
20140510,JEOLLA,3510.0,5006.0,142564.0,13760.0,510.0
20140511,CHUNGCHEONG,89304.0,113013.0,3994.0,3801.0,4884.0
20140511,GANGWON,54544.0,4977.0,420.0,1004.0,68213.0
20140511,GYEONGGI,399170.0,82161.0,2847.0,5278.0,41061.0
20140511,GYEONGSANG,7507.0,5157.0,12541.0,347213.0,923.0
20140511,JEOLLA,4472.0,5161.0,114578.0,13422.0,402.0
20140512,CHUNGCHEONG,87430.0,146983.0,4001.0,4380.0,5772.0
20140512,GANGWON,40489.0,4785.0,315.0,819.0,65225.0
20140512,GYEONGGI,580896.0,98504.0,2924.0,5875.0,46387.0
20140512,GYEONGSANG,6136.0,4308.0,10892.0,380354.0,974.0
20140512,JEOLLA,2691.0,4036.0,113172.0,10458.0,420.0
20140513,CHUNGCHEONG,89933.0,151011.0,4258.0,5277.0,5628.0
20140513,GANGWON,41087.0,4873.0,386.0,1097.0,67670.0
20140513,GYEONGGI,599839.0,93441.0,2957.0,6878.0,43257.0
20140513,GYEONGSANG,7224.0,4768.0,11345.0,396266.0,1136.0
20140513,JEOLLA,2663.0,3892.0,114584.0,10817.0,446.0
20140514,CHUNGCHEONG,90499.0,152125.0,4108.0,5029.0,5722.0
20140514,GANGWON,41564.0,4942.0,370.0,993.0,66955.0
20140514,GYEONGGI,602305.0,92164.0,2749.0,6510.0,42104.0
20140514,GYEONGSANG,7299.0,4861.0,10674.0,395401.0,1180.0
20140514,JEOLLA,2737.0,3736.0,110939.0,10448.0,434.0
20140515,CHUNGCHEONG,92298.0,154233.0,4262.0,5057.0,5847.0
20140515,GANGWON,43288.0,4956.0,381.0,1084.0,67421.0
20140515,GYEONGGI,607177.0,92616.0,2977.0,6619.0,44393.0
20140515,GYEONGSANG,7660.0,4973.0,11248.0,397451.0,1164.0
20140515,JEOLLA,2793.0,3842.0,114753.0,10709.0,405.0
20140516,CHUNGCHEONG,104228.0,164239.0,5558.0,6216.0,6945.0
20140516,GANGWON,48537.0,5790.0,530.0,1260.0,76266.0
20140516,GYEONGGI,624107.0,102378.0,3899.0,8026.0,54502.0
20140516,GYEONGSANG,9341.0,5892.0,13411.0,414751.0,1312.0
20140516,JEOLLA,3510.0,4732.0,128240.0,12641.0,539.0
20140517,CHUNGCHEONG,105865.0,156384.0,6342.0,6121.0,7516.0
20140517,GANGWON,55223.0,5479.0,487.0,1035.0,87445.0
20140517,GYEONGGI,544018.0,111047.0,5363.0,8386.0,69082.0
20140517,GYEONGSANG,7717.0,5528.0,16435.0,412911.0,1340.0
20140517,JEOLLA,3633.0,5326.0,148158.0,14570.0,533.0
20140518,CHUNGCHEONG,99716.0,126417.0,4789.0,4407.0,5179.0
20140518,GANGWON,62290.0,5423.0,471.0,1182.0,78805.0
20140518,GYEONGGI,432457.0,89527.0,3077.0,5937.0,46255.0
20140518,GYEONGSANG,8248.0,5545.0,14179.0,367417.0,922.0
20140518,JEOLLA,4919.0,5906.0,131695.0,15372.0,439.0
20140519,CHUNGCHEONG,89539.0,149852.0,4025.0,4546.0,5948.0
20140519,GANGWON,43182.0,5040.0,390.0,880.0,67337.0
20140519,GYEONGGI,593310.0,101126.0,2865.0,5967.0,46633.0
20140519,GYEONGSANG,6476.0,4451.0,11386.0,392225.0,1008.0
20140519,JEOLLA,2965.0,4069.0,115474.0,10836.0,497.0
20140520,CHUNGCHEONG,87685.0,149324.0,3962.0,5043.0,5558.0
20140520,GANGWON,41473.0,4893.0,400.0,1009.0,66851.0
20140520,GYEONGGI,598831.0,91335.0,2764.0,6517.0,43068.0
20140520,GYEONGSANG,7076.0,4678.0,10570.0,380909.0,1091.0
20140520,JEOLLA,2505.0,3674.0,104818.0,10041.0,419.0
20140521,CHUNGCHEONG,89819.0,149934.0,4169.0,5174.0,5656.0
20140521,GANGWON,41918.0,4903.0,363.0,1082.0,67236.0
20140521,GYEONGGI,599958.0,90416.0,2795.0,6521.0,43479.0
20140521,GYEONGSANG,7011.0,4505.0,10733.0,394454.0,1072.0
20140521,JEOLLA,2627.0,3608.0,115359.0,10482.0,419.0
20140522,CHUNGCHEONG,90026.0,150675.0,4116.0,5153.0,5691.0
20140522,GANGWON,44013.0,4934.0,392.0,1101.0,69094.0
20140522,GYEONGGI,602633.0,90700.0,2814.0,6567.0,44332.0
20140522,GYEONGSANG,7575.0,4769.0,11016.0,393719.0,1172.0
20140522,JEOLLA,2821.0,3810.0,115210.0,10646.0,437.0
20140523,CHUNGCHEONG,104151.0,162650.0,5488.0,6249.0,6919.0
20140523,GANGWON,49088.0,5727.0,469.0,1157.0,76099.0
20140523,GYEONGGI,624853.0,101811.0,3790.0,7802.0,55181.0
20140523,GYEONGSANG,8989.0,5904.0,13565.0,413311.0,1244.0
20140523,JEOLLA,3493.0,4692.0,125649.0,12620.0,533.0
20140524,CHUNGCHEONG,105890.0,152302.0,6176.0,6004.0,7331.0
20140524,GANGWON,55234.0,5342.0,479.0,1051.0,88169.0
20140524,GYEONGGI,542890.0,109797.0,5106.0,8035.0,68460.0
20140524,GYEONGSANG,7629.0,5362.0,16252.0,407576.0,1327.0
20140524,JEOLLA,3708.0,5218.0,147219.0,14535.0,498.0
20140525,CHUNGCHEONG,91814.0,115708.0,4274.0,4041.0,5091.0
20140525,GANGWON,58606.0,5101.0,426.0,1140.0,74099.0
20140525,GYEONGGI,407107.0,83414.0,3218.0,5710.0,43674.0
20140525,GYEONGSANG,7399.0,5243.0,12520.0,346618.0,976.0
20140525,JEOLLA,4355.0,5344.0,115159.0,13694.0,456.0
20140526,CHUNGCHEONG,87370.0,152021.0,4004.0,4477.0,5773.0
20140526,GANGWON,41941.0,5460.0,402.0,893.0,67653.0
20140526,GYEONGGI,585005.0,101960.0,3066.0,6447.0,46334.0
20140526,GYEONGSANG,6442.0,5451.0,11141.0,379807.0,995.0
20140526,JEOLLA,2817.0,4905.0,113812.0,10462.0,444.0
20140527,CHUNGCHEONG,88979.0,148273.0,4069.0,5055.0,5683.0
20140527,GANGWON,41847.0,5030.0,337.0,1069.0,68190.0
20140527,GYEONGGI,602044.0,91581.0,2942.0,6836.0,44116.0
20140527,GYEONGSANG,7013.0,4652.0,11095.0,390460.0,1117.0
20140527,JEOLLA,2659.0,3649.0,113231.0,10367.0,461.0
20140528,CHUNGCHEONG,89635.0,150697.0,4204.0,5093.0,5598.0
20140528,GANGWON,42161.0,4893.0,385.0,1011.0,67463.0
20140528,GYEONGGI,599658.0,91287.0,2808.0,6702.0,43088.0
20140528,GYEONGSANG,7046.0,4622.0,11074.0,391917.0,1064.0
20140528,JEOLLA,2697.0,3798.0,114399.0,10525.0,453.0
20140529,CHUNGCHEONG,90804.0,153999.0,3997.0,5117.0,5805.0
20140529,GANGWON,42824.0,4891.0,454.0,1011.0,68336.0
20140529,GYEONGGI,601046.0,92046.0,2705.0,6612.0,43555.0
20140529,GYEONGSANG,7205.0,4806.0,10870.0,393149.0,1075.0
20140529,JEOLLA,2693.0,3861.0,115691.0,10468.0,433.0
20140530,CHUNGCHEONG,101840.0,159981.0,5497.0,6023.0,6884.0
20140530,GANGWON,47400.0,5516.0,512.0,1191.0,74221.0
20140530,GYEONGGI,618605.0,98799.0,3789.0,7299.0,53431.0
20140530,GYEONGSANG,8386.0,5490.0,13296.0,411949.0,1159.0
20140530,JEOLLA,3334.0,4499.0,124230.0,12335.0,505.0
20140531,CHUNGCHEONG,103087.0,152277.0,5885.0,5920.0,7337.0
20140531,GANGWON,53942.0,5402.0,534.0,1047.0,87892.0
20140531,GYEONGGI,537323.0,109131.0,5137.0,8049.0,69585.0
20140531,GYEONGSANG,7565.0,5196.0,15725.0,417793.0,1261.0
20140531,JEOLLA,3359.0,4919.0,145396.0,13665.0,523.0
20140601,CHUNGCHEONG,95510.0,119414.0,4306.0,3968.0,5040.0
20140601,GANGWON,62301.0,5505.0,458.0,1096.0,76509.0
20140601,GYEONGGI,418134.0,85961.0,2849.0,5155.0,44214.0
20140601,GYEONGSANG,7315.0,4996.0,12561.0,355164.0,874.0
20140601,JEOLLA,4785.0,5524.0,129234.0,14301.0,434.0
