cust_no,age_gender,update_dt
12283,20S M,20180829
12444,40S M,20180829
12549,20S F,20180829
12585,30S F,20180829
13249,50S M,20180829
13559,40S F,20180829
13845,20S F,20180829
14058,20S F,20180829
14201,30S M,20180829
14363,30S F,20180829
14687,40S M,20180829
15620,40S M,20180829
15974,40S F,20180829
15994,30S F,20180829
16142,40S F,20180829
16314,40S F,20180829
16535,30S M,20180829
16935,20S M,20180829
17197,30S F,20180829
17251,40S F,20180829
17348,20S F,20180829
17623,30S F,20180829
17947,40S F,20180829
17947,40S F,20180829
18288,50S M,20180829
18319,40S F,20180829
18572,30S F,20180829
18661,30S F,20180829
19022,20S F,20180829
00118,30S M,20180829
00782,30S F,20180829
00796,30S M,20180829
01019,30S F,20180829
01233,40S M,20180829
01254,30S F,20180829
01515,30S M,20180829
01767,20S F,20180829
01811,40S M,20180829
01843,50S M,20180829
02307,30S F,20180829
02415,30S M,20180829
02422,30S M,20180829
02483,50S M,20180829
02653,40S M,20180829
02687,50S M,20180829
02809,50S M,20180829
02879,30S M,20180829
02940,50S M,20180829
03330,50S M,20180829
03330,50S M,20180829
03346,30S M,20180829
03520,40S M,20180829
03520,40S M,20180829
03856,50S M,20180829
04548,30S F,20180829
04937,20S F,20180829
04937,20S F,20180829
05467,40S M,20180829
06090,30S F,20180829
06192,50S M,20180829
06371,50S M,20180829
06384,30S F,20180829
06603,40S F,20180829
06706,30S M,20180829
06847,30S F,20180829
06921,40S F,20180829
07079,40S M,20180829
07091,30S M,20180829
07581,30S M,20180829
07581,30S M,20180829
07679,40S F,20180829
07691,30S F,20180829
07691,30S F,20180829
07732,30S F,20180829
07860,30S M,20180829
07932,20S F,20180829
07942,20S M,20180829
08028,30S M,20180829
08028,30S M,20180829
08149,30S M,20180829
08395,30S F,20180829
08567,40S F,20180829
08687,50S M,20180829
08687,50S M,20180829
08935,30S M,20180829
08971,30S F,20180829
09393,30S F,20180829
09455,50S M,20180829
09735,20S M,20180829
09823,50S M,20180829
09946,30S F,20180829
10041,40S F,20180829
10269,30S F,20180829
10306,40S M,20180829
10327,50S M,20180829
10636,50S M,20180829
10660,50S M,20180829
10801,40S M,20180829
11047,20S F,20180829
11138,50S M,20180829
11470,30S F,20180829
11496,50S M,20180829
11711,30S F,20180829
11711,30S F,20180829
11922,30S M,20180829
11922,30S M,20180829
12084,50S M,20180829
12206,40S F,20180829
12206,40S F,20180829
12245,20S M,20180829
12722,40S M,20180829
12725,20S F,20180829
13495,40S F,20180829
13595,30S F,20180829
14312,50S M,20180829
14450,40S F,20180829
14471,30S F,20180829
14557,40S F,20180829
14564,20S F,20180829
14578,30S F,20180829
15411,30S F,20180829
15411,30S F,20180829
15434,20S M,20180829
15581,30S M,20180829
15690,30S F,20180829
15690,30S F,20180829
15713,30S M,20180829
15829,40S F,20180829
16529,30S F,20180829
16731,30S F,20180829
16744,40S F,20180829
17173,40S M,20180829
17371,50S M,20180829
17541,30S M,20180829
17642,30S F,20180829
17915,30S F,20180829
17992,20S M,20180829
18039,40S M,20180829
18170,30S M,20180829
18268,50S M,20180829
18299,50S M,20180829
18604,20S M,20180829
18734,20S M,20180829
18805,30S F,20180829
00194,30S M,20180829
00374,40S F,20180829
01089,30S M,20180829
01089,30S M,20180829
01208,30S F,20180829
01229,20S F,20180829
01359,30S F,20180829
01580,40S F,20180829
01580,40S F,20180829
01670,40S M,20180829
01732,30S F,20180829
01732,30S F,20180829
01785,40S M,20180829
01962,50S M,20180829
02399,30S M,20180829
02518,50S M,20180829
02622,20S M,20180829
02892,50S M,20180829
03148,30S M,20180829
03416,40S F,20180829
03425,30S M,20180829
03425,30S M,20180829
03450,20S F,20180829
03815,50S M,20180829
04363,30S M,20180829
04477,30S M,20180829
04792,20S M,20180829
04792,20S M,20180829
05458,30S M,20180829
05690,50S M,20180829
05735,20S M,20180829
05916,40S M,20180829
05986,40S F,20180829
06406,30S F,20180829
06574,30S F,20180829
06694,50S M,20180829
06713,30S F,20180829
06713,30S F,20180829
06836,40S F,20180829
06836,40S F,20180829
07049,30S F,20180829
07429,50S M,20180829
07446,20S M,20180829
07659,40S M,20180829
07761,30S M,20180829
07772,40S M,20180829
07998,30S F,20180829
08016,20S M,20180829
08348,20S F,20180829
08572,40S M,20180829
08729,30S M,20180829
09411,30S F,20180829
09650,20S F,20180829
09821,40S F,20180829
09845,30S F,20180829
09845,30S F,20180829
10158,30S F,20180829
10185,40S F,20180829
11346,30S M,20180829
12019,30S F,20180829
12026,40S F,20180829
12715,20S F,20180829
12794,20S F,20180829
12958,40S F,20180829
12981,30S M,20180829
13134,30S F,20180829
13601,30S F,20180829
13672,30S F,20180829
13752,30S F,20180829
13853,50S M,20180829
13988,30S F,20180829
13988,30S F,20180829
14203,20S F,20180829
14283,40S M,20180829
14495,40S M,20180829
14879,30S F,20180829
15270,40S F,20180829
15372,30S F,20180829
15372,30S F,20180829
15521,30S F,20180829
16072,20S F,20180829
16279,30S M,20180829
16984,30S M,20180829
16984,30S M,20180829
16999,50S M,20180829
17021,40S M,20180829
17217,50S M,20180829
17461,30S M,20180829
17461,30S M,20180829
17630,50S M,20180829
18570,30S M,20180829
18657,30S F,20180829
18693,20S F,20180829
18875,30S F,20180829
00215,30S F,20180829
00565,30S M,20180829
00963,20S M,20180829
01223,30S F,20180829
01299,20S M,20180829
01417,30S F,20180829
01693,30S F,20180829
02015,30S F,20180829
02275,40S F,20180829
02419,20S F,20180829
02703,50S M,20180829
02997,50S M,20180829
03005,20S F,20180829
03015,20S M,20180829
03015,20S M,20180829
03157,40S F,20180829
03832,30S M,20180829
03882,30S F,20180829
03963,30S F,20180829
04270,40S F,20180829
04270,40S F,20180829
04272,40S F,20180829
04364,30S F,20180829
04535,50S M,20180829
04672,30S F,20180829
04685,40S F,20180829
04824,40S M,20180829
04886,30S F,20180829
05015,40S M,20180829
05316,30S F,20180829
05530,30S F,20180829
05776,30S F,20180829
05806,30S F,20180829
05830,20S M,20180829
05833,40S M,20180829
06026,30S M,20180829
06232,30S M,20180829
06290,20S M,20180829
06461,40S M,20180829
06498,30S F,20180829
06621,50S M,20180829
06929,40S F,20180829
06940,20S F,20180829
07104,30S F,20180829
07549,50S M,20180829
07606,20S F,20180829
07606,20S F,20180829
07865,30S M,20180829
07922,40S M,20180829
08393,30S F,20180829
08877,40S F,20180829
09612,30S M,20180829
09807,50S M,20180829
09864,30S M,20180829
10009,20S F,20180829
10020,40S M,20180829
10169,30S F,20180829
10207,40S M,20180829
10642,30S M,20180829
10842,40S M,20180829
10852,30S F,20180829
11492,30S F,20180829
11921,20S M,20180829
12027,20S M,20180829
12354,30S F,20180829
12466,50S M,20180829
12833,50S M,20180829
13077,40S M,20180829
13306,30S F,20180829
13375,50S M,20180829
13681,40S M,20180829
13952,30S F,20180829
14397,30S F,20180829
14745,40S F,20180829
14896,50S M,20180829
14919,30S F,20180829
15355,40S M,20180829
15355,40S M,20180829
15762,50S M,20180829
16670,30S F,20180829
16910,40S M,20180829
17102,50S M,20180829
17216,30S F,20180829
17375,30S F,20180829
17750,30S M,20180829
17996,20S M,20180829
18950,30S M,20180829
00293,20S M,20180829
00351,40S M,20180829
00378,40S M,20180829
00529,40S M,20180829
00661,30S F,20180829
01067,40S M,20180829
01190,40S F,20180829
01190,40S F,20180829
01353,30S F,20180829
01377,30S M,20180829
01465,40S F,20180829
01510,50S M,20180829
01846,20S M,20180829
01846,20S M,20180829
01909,50S M,20180829
02264,30S M,20180829
02443,30S F,20180829
02514,50S M,20180829
03052,30S M,20180829
03192,40S F,20180829
03348,20S F,20180829
03717,20S M,20180829
03717,20S M,20180829
03752,30S M,20180829
03969,30S M,20180829
03971,20S F,20180829
04190,30S F,20180829
04419,40S M,20180829
04421,30S M,20180829
04789,30S F,20180829
04966,50S M,20180829
05433,20S F,20180829
05682,30S F,20180829
05851,30S F,20180829
05870,40S F,20180829
06368,40S F,20180829
06512,30S F,20180829
06805,40S F,20180829
07008,40S M,20180829
07179,50S M,20180829
07179,50S M,20180829
07664,30S M,20180829
07794,50S M,20180829
08017,20S F,20180829
08056,30S F,20180829
08205,40S M,20180829
08485,30S M,20180829
08528,30S F,20180829
08547,40S F,20180829
08732,30S F,20180829
09442,30S F,20180829
09580,40S M,20180829
09717,30S F,20180829
10258,40S F,20180829
10258,40S F,20180829
10304,50S M,20180829
10627,30S F,20180829
10702,30S M,20180829
10802,40S F,20180829
10849,20S F,20180829
11037,50S M,20180829
11153,30S F,20180829
11414,40S M,20180829
12045,30S F,20180829
12046,40S M,20180829
12196,40S F,20180829
12405,30S M,20180829
12711,30S M,20180829
13000,30S M,20180829
13161,30S F,20180829
13382,30S F,20180829
13927,30S F,20180829
13969,20S M,20180829
14045,40S F,20180829
14123,30S M,20180829
14262,20S F,20180829
14622,30S M,20180829
14717,40S F,20180829
14935,30S M,20180829
15033,40S F,20180829
15033,40S F,20180829
15076,50S M,20180829
15301,20S F,20180829
15363,30S F,20180829
15987,40S F,20180829
16000,30S F,20180829
16287,30S M,20180829
16287,30S M,20180829
16581,50S M,20180829
16582,30S F,20180829
16594,40S M,20180829
16594,40S M,20180829
16841,20S F,20180829
17183,30S F,20180829
17319,30S F,20180829
17377,40S M,20180829
17583,40S F,20180829
17586,30S F,20180829
17586,30S F,20180829
18139,30S F,20180829
18372,40S F,20180829
18401,30S F,20180829
18460,50S M,20180829
18532,20S F,20180829
18743,40S F,20180829
18959,40S F,20180829
19109,50S M,20180829
00404,20S M,20180829
00414,40S M,20180829
00574,30S M,20180829
00656,50S M,20180829
01221,40S M,20180829
01610,30S M,20180829
01734,40S F,20180829
01934,40S M,20180829
02065,40S F,20180829
02772,20S F,20180829
03284,30S F,20180829
03445,50S M,20180829
03445,50S M,20180829
04308,30S M,20180829
04493,30S F,20180829
04867,50S M,20180829
05001,40S F,20180829
05323,20S F,20180829
05422,30S M,20180829
05669,30S F,20180829
05683,30S F,20180829
05849,30S M,20180829
06056,40S M,20180829
06409,30S M,20180829
06411,40S M,20180829
06524,30S F,20180829
06538,30S F,20180829
06811,50S M,20180829
06883,40S F,20180829
07530,50S M,20180829
07712,40S F,20180829
07955,30S F,20180829
08342,30S M,20180829
08597,30S M,20180829
08774,30S F,20180829
08919,30S M,20180829
08977,40S M,20180829
09151,30S F,20180829
09218,30S F,20180829
09348,40S M,20180829
09359,40S M,20180829
09534,30S F,20180829
09547,30S F,20180829
10076,30S F,20180829
10866,20S F,20180829
11221,40S F,20180829
11449,30S M,20180829
11449,30S M,20180829
11469,30S F,20180829
11514,40S M,20180829
11638,20S F,20180829
12323,30S M,20180829
12376,40S F,20180829
12780,50S M,20180829
13643,40S F,20180829
13794,30S M,20180829
14155,40S F,20180829
14263,40S F,20180829
14447,30S F,20180829
14803,30S F,20180829
14931,30S M,20180829
14946,30S M,20180829
15465,20S M,20180829
15465,20S M,20180829
15693,30S M,20180829
15972,30S F,20180829
16348,20S M,20180829
16554,30S F,20180829
16677,30S F,20180829
16751,30S F,20180829
16845,40S F,20180829
16987,50S M,20180829
17131,40S F,20180829
17169,40S M,20180829
17196,30S F,20180829
17277,30S M,20180829
17313,40S F,20180829
17416,40S F,20180829
17483,30S M,20180829
18989,50S M,20180829
19097,30S F,20180829
19097,30S F,20180829
00204,30S F,20180829
00492,20S M,20180829
00492,20S M,20180829
00629,30S M,20180829
00763,30S F,20180829
01037,40S M,20180829
01318,50S M,20180829
01695,40S F,20180829
02057,30S F,20180829
02196,30S F,20180829
02570,40S M,20180829
02637,30S M,20180829
02729,50S M,20180829
02754,40S F,20180829
02754,40S F,20180829
02941,50S M,20180829
02991,30S F,20180829
03047,40S M,20180829
03047,40S M,20180829
03047,40S M,20180829
03048,50S M,20180829
03929,30S M,20180829
04074,30S F,20180829
04180,40S M,20180829
04362,40S F,20180829
04627,40S F,20180829
05165,40S F,20180829
05468,20S M,20180829
05497,30S M,20180829
05563,30S F,20180829
05730,40S F,20180829
05758,30S M,20180829
05767,20S M,20180829
06238,20S F,20180829
06502,30S F,20180829
07508,20S F,20180829
07638,20S M,20180829
07643,20S M,20180829
07869,30S F,20180829
07903,20S M,20180829
07965,30S M,20180829
08223,30S M,20180829
08228,30S F,20180829
08649,20S M,20180829
09123,20S M,20180829
09361,40S M,20180829
09467,40S M,20180829
09495,30S F,20180829
09498,30S M,20180829
09760,40S F,20180829
10111,30S F,20180829
10156,50S M,20180829
10356,20S M,20180829
10513,40S M,20180829
10595,40S F,20180829
10810,40S M,20180829
10830,40S F,20180829
10899,50S M,20180829
10985,20S F,20180829
10989,40S F,20180829
11151,30S M,20180829
11173,40S M,20180829
11374,20S M,20180829
11458,30S F,20180829
11560,50S M,20180829
11783,40S F,20180829
11997,30S F,20180829
12524,30S M,20180829
12583,30S F,20180829
13072,50S M,20180829
13296,40S M,20180829
13296,40S M,20180829
13326,30S M,20180829
13442,20S M,20180829
13702,30S M,20180829
13720,50S M,20180829
14047,40S M,20180829
14073,30S M,20180829
14102,40S M,20180829
14198,20S F,20180829
14297,30S F,20180829
14785,30S M,20180829
15148,20S F,20180829
15397,50S M,20180829
15418,50S M,20180829
15418,50S M,20180829
15432,50S M,20180829
15440,30S F,20180829
15440,30S F,20180829
15440,30S F,20180829
15585,30S F,20180829
15618,40S M,20180829
15841,50S M,20180829
16160,30S F,20180829
16432,20S F,20180829
16569,40S F,20180829
17179,20S M,20180829
17355,30S F,20180829
17382,50S M,20180829
17405,30S F,20180829
17496,50S M,20180829
17496,50S M,20180829
17769,30S M,20180829
17848,40S F,20180829
18043,40S M,20180829
18382,30S M,20180829
18408,20S M,20180829
18611,40S M,20180829
18788,30S F,20180829
18855,50S M,20180829
18873,50S M,20180829
18940,30S M,20180829
00019,30S F,20180829
00758,50S M,20180829
00904,30S M,20180829
00961,50S M,20180829
01900,30S M,20180829
02183,30S M,20180829
02335,40S F,20180829
02377,30S F,20180829
02377,30S F,20180829
02379,30S F,20180829
02601,40S M,20180829
02611,50S M,20180829
03044,50S M,20180829
03055,40S M,20180829
03159,30S F,20180829
03169,40S M,20180829
03310,20S F,20180829
03598,50S M,20180829
03737,40S M,20180829
03737,40S M,20180829
04067,40S F,20180829
04124,30S M,20180829
04124,30S M,20180829
04169,40S M,20180829
04267,40S F,20180829
04306,50S M,20180829
04336,30S M,20180829
04395,30S F,20180829
04557,30S M,20180829
04579,40S F,20180829
05084,40S M,20180829
05548,40S M,20180829
05548,40S M,20180829
05749,40S M,20180829
05857,30S F,20180829
05858,50S M,20180829
06173,50S M,20180829
06240,30S M,20180829
06358,30S F,20180829
06519,30S F,20180829
06519,30S F,20180829
06655,30S F,20180829
06655,30S F,20180829
06788,30S M,20180829
06845,40S M,20180829
06853,40S F,20180829
06951,40S M,20180829
07203,30S M,20180829
07249,30S F,20180829
07249,30S F,20180829
07322,30S M,20180829
07604,30S F,20180829
07700,30S F,20180829
07700,30S F,20180829
07838,20S M,20180829
08030,20S F,20180829
08564,30S F,20180829
08741,30S F,20180829
09038,30S M,20180829
09121,30S M,20180829
09149,20S F,20180829
09149,20S F,20180829
09273,30S F,20180829
09506,50S M,20180829
09802,30S F,20180829
10226,40S M,20180829
10688,40S M,20180829
10688,40S M,20180829
11009,40S M,20180829
11084,20S M,20180829
11174,50S M,20180829
11330,30S F,20180829
11581,40S F,20180829
11699,30S F,20180829
11715,30S F,20180829
11962,40S M,20180829
12064,20S M,20180829
12090,50S M,20180829
12339,30S F,20180829
12490,40S F,20180829
12566,30S F,20180829
12799,40S F,20180829
13526,30S F,20180829
13589,30S M,20180829
13862,30S M,20180829
13862,30S M,20180829
14192,40S M,20180829
14252,50S M,20180829
14282,20S M,20180829
14282,20S M,20180829
14322,50S M,20180829
14344,50S M,20180829
14608,50S M,20180829
14615,40S M,20180829
14915,50S M,20180829
14918,20S M,20180829
14921,50S M,20180829
15266,40S M,20180829
15719,30S M,20180829
15795,50S M,20180829
15880,30S F,20180829
16102,30S M,20180829
16514,50S M,20180829
17176,30S F,20180829
17498,30S M,20180829
17498,30S M,20180829
17862,30S M,20180829
17971,40S F,20180829
18023,30S F,20180829
18076,40S M,20180829
18082,30S F,20180829
18573,50S M,20180829
18769,40S F,20180829
18911,40S F,20180829
00746,30S M,20180829
00746,30S M,20180829
01207,30S M,20180829
01339,20S M,20180829
01355,40S M,20180829
01378,40S M,20180829
01479,30S M,20180829
01479,30S M,20180829
01601,30S F,20180829
01601,30S F,20180829
01726,20S F,20180829
01980,30S M,20180829
02058,40S M,20180829
03136,50S M,20180829
03141,20S F,20180829
03316,20S F,20180829
03316,20S F,20180829
03335,40S F,20180829
03337,40S M,20180829
03337,40S M,20180829
03492,20S M,20180829
03751,50S M,20180829
03843,40S F,20180829
03937,30S F,20180829
03968,30S F,20180829
04016,30S F,20180829
04250,30S F,20180829
04327,20S M,20180829
04378,20S F,20180829
04723,20S F,20180829
04798,30S M,20180829
04996,30S F,20180829
05568,40S M,20180829
05581,40S M,20180829
05937,30S F,20180829
05937,30S F,20180829
05955,20S M,20180829
05977,40S F,20180829
06119,30S M,20180829
06295,40S M,20180829
06429,40S F,20180829
06571,30S F,20180829
07097,20S F,20180829
07299,50S M,20180829
07437,30S F,20180829
07815,30S F,20180829
08326,40S M,20180829
08702,50S M,20180829
08709,30S M,20180829
08872,30S M,20180829
08872,30S M,20180829
08915,30S M,20180829
09041,50S M,20180829
09168,30S F,20180829
09881,30S F,20180829
09930,40S M,20180829
10105,40S F,20180829
10143,50S M,20180829
10392,40S M,20180829
10831,50S M,20180829
10907,30S M,20180829
10999,30S F,20180829
10999,30S F,20180829
11447,30S M,20180829
11483,30S F,20180829
11528,40S F,20180829
11605,30S M,20180829
11809,20S F,20180829
12288,20S F,20180829
12319,30S M,20180829
13314,40S F,20180829
14731,20S F,20180829
15441,40S M,20180829
15500,30S F,20180829
15582,20S F,20180829
15850,40S F,20180829
16133,20S F,20180829
16218,40S M,20180829
16218,40S M,20180829
16387,30S F,20180829
16528,40S M,20180829
16528,40S M,20180829
16671,20S F,20180829
17148,40S M,20180829
17167,30S M,20180829
17237,30S M,20180829
17239,50S M,20180829
17557,30S F,20180829
17859,40S F,20180829
17902,30S F,20180829
18044,30S M,20180829
18044,30S M,20180829
18400,40S M,20180829
18646,30S F,20180829
18790,30S M,20180829
18957,30S F,20180829
19001,30S F,20180829
19051,40S F,20180829
00189,30S M,20180829
00602,20S M,20180829
00830,30S M,20180829
00848,40S F,20180829
00930,20S F,20180829
01559,20S M,20180829
01592,30S M,20180829
01902,40S M,20180829
02103,30S M,20180829
03171,20S M,20180829
03491,50S M,20180829
03644,30S F,20180829
03664,30S F,20180829
04050,30S F,20180829
04065,50S M,20180829
04080,40S M,20180829
04608,40S F,20180829
04608,40S F,20180829
04643,40S M,20180829
04865,30S F,20180829
04894,50S M,20180829
04894,50S M,20180829
05036,20S M,20180829
05348,30S M,20180829
05522,20S F,20180829
05695,40S M,20180829
06628,30S M,20180829
07598,30S F,20180829
07715,20S M,20180829
08090,30S F,20180829
08109,30S F,20180829
08282,20S M,20180829
08332,50S M,20180829
08402,30S F,20180829
08402,30S F,20180829
08427,30S F,20180829
08427,30S F,20180829
08549,30S F,20180829
08624,30S F,20180829
08748,50S M,20180829
08875,30S M,20180829
09440,50S M,20180829
09497,50S M,20180829
09497,50S M,20180829
09531,40S M,20180829
09535,20S F,20180829
09775,30S F,20180829
09858,40S F,20180829
09972,50S M,20180829
09975,40S M,20180829
10092,20S F,20180829
10488,40S F,20180829
10760,30S F,20180829
10947,40S M,20180829
11149,30S F,20180829
11164,40S F,20180829
11602,40S F,20180829
11821,30S F,20180829
12385,20S M,20180829
13093,30S F,20180829
13136,30S M,20180829
13428,30S F,20180829
13774,50S M,20180829
14068,40S F,20180829
14315,30S F,20180829
14315,30S F,20180829
14419,30S F,20180829
14569,30S M,20180829
14887,20S M,20180829
14890,40S F,20180829
15063,30S F,20180829
15362,40S F,20180829
15406,40S F,20180829
15626,40S F,20180829
16156,50S M,20180829
16504,30S F,20180829
16598,20S M,20180829
16895,30S F,20180829
17039,40S M,20180829
17091,50S M,20180829
17158,50S M,20180829
17331,40S F,20180829
17828,50S M,20180829
17914,20S F,20180829
17914,20S F,20180829
18123,20S F,20180829
18969,30S F,20180829
19044,40S F,20180829
00001,40S M,20180829
00403,50S M,20180829
00531,20S M,20180829
00549,30S F,20180829
00549,30S F,20180829
00764,30S F,20180829
00764,30S F,20180829
00923,40S F,20180829
01014,30S F,20180829
01028,40S F,20180829
01352,40S M,20180829
01855,20S M,20180829
02014,20S M,20180829
02060,40S M,20180829
02060,40S M,20180829
02451,20S F,20180829
02451,20S F,20180829
02451,20S F,20180829
02451,20S F,20180829
02451,20S F,20180829
02568,30S M,20180829
02704,30S F,20180829
02728,30S M,20180829
02728,30S M,20180829
03222,50S M,20180829
03859,50S M,20180829
04111,20S F,20180829
04165,20S F,20180829
04394,40S F,20180829
04433,40S F,20180829
04465,30S F,20180829
04465,30S F,20180829
04828,30S F,20180829
05110,20S M,20180829
05124,40S F,20180829
05352,30S F,20180829
05511,40S M,20180829
05565,20S M,20180829
05728,50S M,20180829
05874,30S F,20180829
06914,20S F,20180829
07075,30S M,20180829
07076,30S M,20180829
07331,40S M,20180829
07469,50S M,20180829
07476,40S M,20180829
07476,40S M,20180829
07476,40S M,20180829
08053,50S M,20180829
08265,50S M,20180829
08474,40S F,20180829
08672,40S F,20180829
08760,50S M,20180829
08839,30S M,20180829
08839,30S M,20180829
08962,40S M,20180829
08962,40S M,20180829
09106,30S M,20180829
09388,30S M,20180829
09674,40S M,20180829
09938,30S M,20180829
10324,30S F,20180829
10387,30S M,20180829
10387,30S M,20180829
10559,50S M,20180829
10809,40S M,20180829
10876,30S M,20180829
10931,50S M,20180829
10960,50S M,20180829
10960,50S M,20180829
10987,20S M,20180829
11003,30S F,20180829
11035,40S M,20180829
11067,20S F,20180829
11596,30S M,20180829
11607,50S M,20180829
11668,30S F,20180829
11863,50S M,20180829
11865,30S F,20180829
11865,30S F,20180829
12292,40S M,20180829
12317,30S F,20180829
12334,30S M,20180829
12874,40S F,20180829
13128,30S M,20180829
13199,30S M,20180829
13506,30S F,20180829
13647,40S M,20180829
13899,40S F,20180829
14069,50S M,20180829
14164,30S F,20180829
14425,40S F,20180829
14532,30S F,20180829
14532,30S F,20180829
15030,30S M,20180829
15050,50S M,20180829
15061,20S F,20180829
15277,20S M,20180829
16250,30S M,20180829
16419,40S M,20180829
16477,20S M,20180829
16484,40S F,20180829
16490,30S F,20180829
16553,50S M,20180829
16599,40S M,20180829
16605,30S F,20180829
16605,30S F,20180829
16605,30S F,20180829
16605,30S F,20180829
16700,30S F,20180829
16872,40S F,20180829
17103,40S M,20180829
17232,40S F,20180829
17411,50S M,20180829
17608,20S F,20180829
17608,20S F,20180829
17694,20S F,20180829
17762,30S F,20180829
17777,50S M,20180829
17785,30S F,20180829
17871,40S F,20180829
17954,40S F,20180829
17960,30S F,20180829
18053,40S F,20180829
18165,40S M,20180829
18233,40S F,20180829
18273,20S M,20180829
18273,20S M,20180829
18542,30S F,20180829
18663,40S M,20180829
19039,30S F,20180829
00498,30S M,20180829
00756,50S M,20180829
00897,20S F,20180829
01027,50S M,20180829
01428,30S F,20180829
01491,50S M,20180829
01551,30S F,20180829
01961,20S F,20180829
02363,40S M,20180829
02482,30S M,20180829
03295,30S M,20180829
03847,40S M,20180829
04100,30S F,20180829
04230,40S M,20180829
04230,40S M,20180829
04912,40S F,20180829
04912,40S F,20180829
05515,20S M,20180829
05541,30S F,20180829
05742,20S F,20180829
05984,40S M,20180829
06001,20S M,20180829
06160,50S M,20180829
06160,50S M,20180829
06347,30S F,20180829
06434,40S F,20180829
06434,40S F,20180829
06497,40S M,20180829
06594,50S M,20180829
06598,50S M,20180829
07423,30S F,20180829
07454,20S M,20180829
07944,20S F,20180829
07944,20S F,20180829
08159,30S F,20180829
08708,40S M,20180829
08917,30S F,20180829
08966,30S F,20180829
09936,50S M,20180829
10144,30S F,20180829
10294,50S M,20180829
10463,30S F,20180829
10463,30S F,20180829
10783,30S M,20180829
10898,30S F,20180829
11123,30S M,20180829
11127,30S F,20180829
11274,30S F,20180829
11274,30S F,20180829
11338,40S F,20180829
11500,50S M,20180829
11565,20S M,20180829
11684,30S M,20180829
12044,40S M,20180829
12157,20S F,20180829
12210,30S M,20180829
12601,20S F,20180829
12641,50S M,20180829
12816,30S M,20180829
13044,30S F,20180829
13055,30S F,20180829
13055,30S F,20180829
13603,30S M,20180829
13756,30S M,20180829
13975,50S M,20180829
14356,20S F,20180829
14497,30S M,20180829
14548,50S M,20180829
14885,20S M,20180829
14904,50S M,20180829
14904,50S M,20180829
14908,40S M,20180829
15989,30S F,20180829
16177,40S F,20180829
16416,40S M,20180829
16537,40S M,20180829
16997,30S F,20180829
17042,30S M,20180829
17201,50S M,20180829
17270,40S M,20180829
17344,20S M,20180829
17344,20S M,20180829
17441,20S M,20180829
17566,30S F,20180829
17988,40S M,20180829
18051,40S F,20180829
18482,50S M,20180829
18876,40S F,20180829
18891,40S M,20180829
18928,40S F,20180829
00316,40S M,20180829
00444,20S F,20180829
00879,30S M,20180829
00965,30S M,20180829
00965,30S M,20180829
01001,30S F,20180829
01422,40S F,20180829
01505,40S M,20180829
01571,30S F,20180829
01917,40S M,20180829
02179,40S F,20180829
02547,40S F,20180829
02829,30S M,20180829
02937,30S F,20180829
02937,30S F,20180829
03446,50S M,20180829
03610,50S M,20180829
03610,50S M,20180829
03628,50S M,20180829
03921,40S F,20180829
04650,30S M,20180829
04857,20S F,20180829
04993,30S F,20180829
04993,30S F,20180829
05271,50S M,20180829
05290,40S F,20180829
05900,30S F,20180829
06135,40S M,20180829
06537,30S M,20180829
06569,40S M,20180829
06606,40S F,20180829
06934,50S M,20180829
07163,30S F,20180829
07243,50S M,20180829
07260,30S M,20180829
07369,30S M,20180829
07398,40S F,20180829
07963,20S F,20180829
08022,40S M,20180829
08032,30S F,20180829
08096,30S M,20180829
08167,30S F,20180829
08442,30S F,20180829
08719,40S F,20180829
08719,40S F,20180829
08820,40S M,20180829
08953,30S F,20180829
09409,20S M,20180829
09654,20S F,20180829
09659,40S F,20180829
09661,30S M,20180829
10137,40S F,20180829
10137,40S F,20180829
10192,30S F,20180829
11049,30S F,20180829
11140,50S M,20180829
11593,30S F,20180829
12085,20S F,20180829
12219,40S F,20180829
12526,20S M,20180829
13210,50S M,20180829
13431,30S F,20180829
14129,40S M,20180829
14146,30S F,20180829
14574,20S M,20180829
14684,30S M,20180829
14795,30S F,20180829
14855,50S M,20180829
14928,30S F,20180829
15530,30S M,20180829
15614,20S M,20180829
15782,20S F,20180829
15889,30S F,20180829
16002,40S F,20180829
16283,40S M,20180829
16308,50S M,20180829
16812,50S M,20180829
17122,30S M,20180829
17617,30S M,20180829
17927,30S M,20180829
17934,40S M,20180829
18155,30S F,20180829
18183,40S M,20180829
18479,50S M,20180829
18722,20S F,20180829
18787,30S F,20180829
18787,30S F,20180829
19068,40S F,20180829
00270,20S M,20180829
00570,40S M,20180829
01219,30S M,20180829
01232,20S M,20180829
01292,50S M,20180829
01444,30S F,20180829
01476,30S F,20180829
01809,20S M,20180829
01968,20S M,20180829
01968,20S M,20180829
02173,30S M,20180829
02178,20S F,20180829
02268,40S M,20180829
02444,50S M,20180829
02511,30S M,20180829
03078,30S F,20180829
03410,40S F,20180829
03578,30S F,20180829
04206,20S M,20180829
04206,20S M,20180829
04322,30S F,20180829
04371,40S M,20180829
04607,50S M,20180829
04663,20S F,20180829
05125,30S F,20180829
05186,20S M,20180829
05324,30S F,20180829
05491,40S M,20180829
05863,50S M,20180829
05893,30S F,20180829
05893,30S F,20180829
06025,30S F,20180829
06047,30S F,20180829
06096,30S M,20180829
06722,40S M,20180829
06767,40S M,20180829
